,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
5106,114,Albans Road,Dean,Johnson,51,Husband,Married,Male,Police officer,None,None
5107,114,Albans Road,Ross,Kelly,21,Son,Single,Male,University Student,None,None
5108,114,Albans Road,Darren,Kelly,11,Son,NA,Male,Student,None,NA
5109,115,Albans Road,Sean,Graham,80,Head,Widowed,Male,Retired Lexicographer,None,Methodist
5110,115,Albans Road,Hugh,Graham,15,Grandson,NA,Male,Student,None,NA
5111,115,Albans Road,Dennis,King,15,Grandson,NA,Male,Student,Physical Disability,NA
5112,115,Albans Road,Elizabeth,Cooper,13,Granddaughter,NA,Female,Student,None,NA
5113,116,Albans Road,Declan,Berry,61,Head,Married,Male,"Scientist, forensic",None,None
5114,116,Albans Road,Melissa,Berry,55,Wife,Married,Female,Location manager,None,None
5115,116,Albans Road,Sandra,Berry,23,Granddaughter,Single,Female,Sports development officer,None,None
5116,116,Albans Road,Antony,Wilson,15,Grandson,NA,Male,Student,None,NA
5117,116,Albans Road,Lucy,Wilson,15,Granddaughter,NA,Female,Student,None,NA
5118,117,Albans Road,Lucy,Hayward,41,Head,Married,Female,Merchant navy officer,None,Jewish
5119,117,Albans Road,Christian,Hayward,43,Husband,Married,Male,Advertising copywriter,None,Jewish
5120,117,Albans Road,Charlene,Hayward,3,Daughter,NA,Female,Child,None,NA
5121,117,Albans Road,Nigel,Weston,57,Lodger,Single,Male,Public house manager,None,None
5122,118,Albans Road,Teresa,Yates,60,Head,Single,Female,Learning disability nurse,None,Methodist
5123,118,Albans Road,Julia,Yates,28,Daughter,Single,Female,Publishing copy,Physical Disability,Methodist
5124,118,Albans Road,Sharon,Yates,27,Daughter,Single,Female,"Engineer, manufacturing systems",None,Methodist
5125,118,Albans Road,Harriet,Yates,23,Daughter,Single,Female,Sports coach,None,Methodist
5126,119,Albans Road,Zoe,Griffiths,51,Head,Divorced,Female,Unemployed,None,Christian
5127,119,Albans Road,Tina,Griffiths,7,Daughter,NA,Female,Student,None,NA
5128,119,Albans Road,Harry,Griffiths,4,Son,NA,Male,Child,None,NA
5129,119,Albans Road,Callum,Griffiths,0,Son,NA,Male,Child,None,NA
5130,120,Albans Road,Gillian,Rhodes,63,Head,Single,Female,"Psychologist, clinical",None,Christian
5131,120,Albans Road,Chloe,Day,20,None,Single,Female,University Student,None,None
5132,120,Albans Road,Charlene,Wilson,51,None,Single,Female,Dietitian,None,Christian
5133,120,Albans Road,Louis,Newton,18,None,Single,Male,Student,None,NA
5134,121,Albans Road,Sarah,Macdonald,74,Head,Widowed,Female,Retired Diplomatic Services operational officer,None,Catholic
5135,121,Albans Road,Clive,Macdonald,22,Grandson,Single,male,University Student,None,Catholic
5136,121,Albans Road,Josephine,Macdonald,17,Granddaughter,NA,Female,Student,None,NA
5137,121,Albans Road,Dawn,Gibbons,15,Granddaughter,NA,Female,Student,None,NA
5138,122,Albans Road,Ruth,Pope,51,Head,Married,Female,Facilities manager,None,Christian
5139,122,Albans Road,Phillip,Pope,51,Husband,Married,Male,Computer games developer,None,None
5140,122,Albans Road,Marie,Pope,20,Daughter,Divorced,Female,University Student,None,Christian
5141,122,Albans Road,Dean,Pope,13,Son,NA,Male,Student,None,NA
5142,123,Albans Road,Ross,Wilkins,72,Head,Married,Male,"Retired Development worker, community",None,Christian
5143,123,Albans Road,Aimee,Wilkins,68,Wife,Married,Female,Retired Logistics and distribution manager,None,None
5144,124,Albans Road,Lucy,Ahmed,39,Head,Single,Female,Government social research officer,None,None
5145,124,Albans Road,Natalie,Watkins,53,Cousin,Single,Female,Radiation protection practitioner,None,None
5146,124,Albans Road,Aimee,Watkins,55,Cousin,Single,Female,"Research officer, political party",None,None
5147,125,Albans Road,Lynda,Cole,50,Head,Single,Female,Ambulance person,None,None
5148,126,Albans Road,Eleanor,Wilson,46,Head,Married,Female,"Accountant, chartered management",None,Muslim
5149,126,Albans Road,Billy,Wilson,51,Husband,Married,Male,Financial risk analyst,None,None
5150,126,Albans Road,Mary,Wilson,10,Daughter,NA,Female,Student,None,NA
5151,126,Albans Road,Lawrence,George-Wilson,7,Son,NA,Male,Student,None,NA
5152,127,Albans Road,Denise,Thorpe,44,Head,Single,Female,"Engineer, manufacturing systems",None,Methodist
5153,127,Albans Road,Gail,Thorpe,26,Daughter,Single,Female,Hydrologist,None,None
5154,127,Albans Road,Ross,Thorpe,22,Son,Single,Male,University Student,None,None
5155,127,Albans Road,Kathleen,Thorpe,19,Daughter,Single,Female,University Student,None,Methodist
5156,128,Albans Road,Leonard,Martin,71,Head,Married,Male,Retired Administrator,None,None
5157,128,Albans Road,Joanna,Martin,63,Wife,Married,F,Unemployed,None,None
5158,128,Albans Road,Dale,Martin,30,Son,Single,Male,Unemployed,None,None
5159,128,Albans Road,Jessica,Martin,29,Daughter,Single,Female,Patent attorney,None,None
5160,129,Albans Road,Mohamed,Lewis,43,Head,Married,Male,Medical illustrator,None,None
5161,129,Albans Road,Natasha,Lewis,41,Wife,Married,Female,Purchasing manager,None,None
5162,130,Albans Road,Dawn,Smith,49,Head,Married,Female,Chief Operating Officer,None,None
5163,130,Albans Road,David,Smith,50,Husband,Married,Male,Media buyer,None,None
5164,130,Albans Road,Jacqueline,Smith,17,Daughter,NA,Female,Student,None,NA
5165,130,Albans Road,Susan,Smith,15,Daughter,NA,Female,Student,None,NA
5166,130,Albans Road,Hayley,Smith,11,Daughter,NA,Female,Student,None,NA
5167,131,Albans Road,Deborah,Cooper,45,Head,Married,Female,Physiotherapist,None,Catholic
5168,131,Albans Road,Scott,Cooper,46,Husband,Married,Male,Dance movement psychotherapist,None,None
5169,131,Albans Road,Jean,Cooper,20,Daughter,Divorced,Female,University Student,None,Catholic
5170,131,Albans Road,Edward,Cooper,15,Son,NA,Male,Student,None,NA
5171,132,Albans Road,Lynn,Black,38,Head,Married,Female,"Scientist, forensic",None,None
5172,132,Albans Road,Bryan,Black,43,Husband,Married,Male,Child psychotherapist,None,None
5173,132,Albans Road,Kirsty,Black,9,Daughter,NA,Female,Student,None,NA
5174,132,Albans Road,Gillian,Black,7,Daughter,NA,Female,Student,None,NA
5175,132,Albans Road,Leslie,Black,3,Son,NA,Male,Child,None,NA
5176,133,Albans Road,Elaine,Cunningham,23,Head,Single,Female,Chief Strategy Officer,None,Catholic
5177,134,Albans Road,Andrew,Campbell,51,Head,Single,Male,Company secretary,None,None
5178,134,Albans Road,Marilyn,Cartwright,52,None,Single,Female,Unemployed,None,Catholic
5179,134,Albans Road,Marie,Richardson,24,None,Single,Female,Information systems manager,None,Christian
5180,134,Albans Road,Joanna,Bennett,45,None,Single,Female,Chartered loss adjuster,None,None
5181,135,Albans Road,Sheila,Moss,37,Head,Married,Female,"Presenter, broadcasting",None,Christian
5182,135,Albans Road,Glen,Moss,39,Husband,Married,Male,"Solicitor, Scotland",None,Christian
5183,135,Albans Road,Jenna,Moss,14,Daughter,NA,Female,Student,None,NA
5184,135,Albans Road,Sian,Moss,11,Daughter,NA,Female,Student,None,NA
5185,136,Albans Road,Abbie,Newman,31,Head,Married,Female,"Civil engineer, consulting",None,Methodist
5186,136,Albans Road,Jay,Newman,41,Husband,Married,Male,Software engineer,None,Methodist
5187,136,Albans Road,Michelle,Newman,4,Daughter,NA,Female,Child,None,NA
5188,136,Albans Road,Naomi,Newman,1,Daughter,NA,Female,Child,None,NA
5189,136,Albans Road,Pauline,Brown,61,Lodger,Single,Female,Unemployed,None,Catholic
5190,137,Albans Road,Stuart,Wilson,45,Head,Single,Male,Financial trader,None,Catholic
5191,137,Albans Road,Heather,Baker,37,None,Single,Female,Cabin crew,None,Christian
5192,137,Albans Road,Antony,Barker,27,None,Single,Male,Insurance broker,None,Jewish
5193,137,Albans Road,Stewart,Richardson,63,None,Single,Male,"Engineer, maintenance",None,None
5194,138,Albans Road,Peter,Harris,25,Head,Single,Male,"Social research officer, government",None,None
5195,138,Albans Road,Kathleen,Jones,54,None,Single,Female,Tax adviser,None,Sikh
5196,139,Albans Road,Louis,Khan,33,Head,Divorced,Male,Telecommunications researcher,None,Catholic
5197,140,Albans Road,Helen,Bates,57,Head,Married,Female,Physiological scientist,None,Methodist
5198,140,Albans Road,Ricky,Bates,60,Husband,Married,Male,"Engineer, electrical",None,Methodist
5199,140,Albans Road,Diane,Bates,29,Daughter,Single,Female,Banker,None,None
5200,140,Albans Road,Bradley,Bates,26,Son,Divorced,Male,Tour manager,None,None
5201,140,Albans Road,Marilyn,Bates,24,Daughter,Single,Female,Osteopath,None,None
5202,141,Albans Road,Phillip,Thornton,63,Head,Divorced,Male,Community pharmacist,None,None
5203,142,Albans Road,Melanie,Evans,66,Head,Married,Female,Exercise physiologist,None,Methodist
5204,142,Albans Road,Karl,Evans,68,Husband,Married,Male,"Retired Surveyor, hydrographic",None,Methodist
5205,143,Albans Road,Joseph,Clarke,31,Head,Single,Male,Human resources officer,None,Christian
5206,143,Albans Road,Amber,Wood,55,None,Single,Female,Sales executive,None,Christian
5207,144,Albans Road,Kayleigh,Davies,64,Head,Single,Female,Civil Service fast streamer,None,None
5208,144,Albans Road,Henry,Roberts,67,Partner,Single,Male,Cartographer,None,None
5209,145,Albans Road,Eleanor,Lees,39,Head,Married,Female,Unemployed,None,Jewish
5210,145,Albans Road,Ian,Lees,41,Husband,Married,Male,Barrister,None,Jewish
5211,145,Albans Road,Bruce,Lees,4,Son,NA,Male,Child,None,NA
5212,145,Albans Road,Adrian,Lees,1,Son,NA,Male,Child,None,NA
5213,146,Albans Road,June,Smith,45,Head,Married,Female,Colour technologist,None,None
5214,146,Albans Road,Gerald,Smith,43,Husband,Married,Male,Commercial/residential surveyor,None,None
5215,146,Albans Road,Eric,Smith,19,Son,Single,Male,Fast food restaurant manager,None,None
5216,146,Albans Road,Marie,Smith,2,Daughter,NA,Female,Child,None,NA
5217,147,Albans Road,Hilary,Jackson,62,Head,Divorced,Female,Unemployed,None,Christian
5218,147,Albans Road,Charles,Jackson,45,Son,Single,Male,"Restaurant manager, fast food",None,Christian
5219,148,Albans Road,Suzanne,Griffiths,74,Head,Married,Female,Retired Museum/gallery exhibitions officer,None,Catholic
5220,148,Albans Road,Cameron,Griffiths,76,Husband,Married,Male,Retired Banker,None,None
5221,148,Albans Road,Edward,Griffiths,39,Son,Single,Male,"Scientist, marine",None,None
5222,148,Albans Road,Naomi,Griffiths,39,Daughter,Divorced,Female,"Engineer, control and instrumentation",None,Catholic
5223,149,Albans Road,Iain,Harrison,53,Head,Single,Male,Pensions consultant,None,Christian
5224,149,Albans Road,Suzanne,Ball,21,None,Single,Female,University Student,None,Christian
5225,149,Albans Road,Frederick,Williams,58,None,Single,Male,Garment/textile technologist,None,None
5226,149,Albans Road,Benjamin,Robinson,47,None,Single,Male,Research scientist (physical sciences),None,None
5227,150,Albans Road,Rosemary,Evans,79,Head,Widowed,Female,Retired Ship broker,None,Methodist
5228,150,Albans Road,Kim,Evans,47,Daughter,Divorced,Female,Careers information officer,None,Methodist
5229,150,Albans Road,Suzanne,Evans,44,Daughter,Single,Female,Print production planner,None,Methodist
5230,150,Albans Road,Declan,Evans,40,Son,Single,Male,IT sales professional,None,Methodist
5231,150,Albans Road,Ellie,Evans,37,Daughter,Divorced,Female,Emergency planning/management officer,None,None
5232,150,Albans Road,Colin,Evans,34,Son,Single,Male,Mental health nurse,None,Methodist
5233,151,Albans Road,Jane,Palmer,48,Head,Divorced,Female,Associate Professor,None,None
5234,151,Albans Road,Tracy,Palmer,23,Daughter,Single,F,Gaffer,None,None
5235,151,Albans Road,Damian,Palmer,22,Son,Single,male,University Student,None,None
5236,151,Albans Road,Gavin,Palmer,14,Son,NA,Male,Student,None,NA
5237,151,Albans Road,Lee,Palmer,12,Son,NA,Male,Student,None,NA
5238,152,Albans Road,Natasha,King,49,Head,Married,Female,Medical secretary,None,None
5239,152,Albans Road,Douglas,King,52,Husband,Married,Male,Corporate investment banker,None,None
5240,152,Albans Road,Jack,King,12,Son,NA,Male,Student,None,NA
5241,152,Albans Road,Kathryn,King,11,Daughter,NA,Female,Student,None,NA
5242,153,Albans Road,Molly,Wilson,55,Head,Married,Female,"Therapist, art",None,None
5243,153,Albans Road,Sam,Wilson,53,Husband,Married,Male,Unemployed,None,None
5244,153,Albans Road,Barry,Wilson,25,Son,Divorced,Male,"Embryologist, clinical",None,None
5245,153,Albans Road,Denise,Wilson,22,Daughter,Divorced,Female,University Student,None,None
5246,154,Albans Road,Ann,Taylor,53,Head,Single,Female,Health physicist,None,None
5247,154,Albans Road,Elliott,Bailey,55,Partner,Single,Male,Tax inspector,None,None
5248,154,Albans Road,Naomi,Taylor,16,Daughter,NA,Female,Student,None,NA
5249,155,Albans Road,Suzanne,Waters,64,Head,Divorced,Female,"Engineer, communications",None,Christian
5250,155,Albans Road,Geoffrey,Taylor-Waters,44,Son,Divorced,Male,Aeronautical engineer,None,Christian
5251,155,Albans Road,Thomas,Taylor-Waters,42,Son,Divorced,Male,"Research officer, government",None,Christian
5252,155,Albans Road,Jemma,Taylor-Waters,42,Daughter,Single,Female,Product designer,None,Christian
5253,156,Albans Road,Tracy,Richardson,37,Head,Single,Female,Museum/gallery curator,None,None
5254,156,Albans Road,Justin,Richardson,16,Son,NA,Male,Student,None,NA
5255,156,Albans Road,Abigail,Richardson,15,Daughter,NA,Female,Student,None,NA
5256,156,Albans Road,Lynda,Richardson,15,Daughter,NA,Female,Student,None,NA
5257,156,Albans Road,Rachel,Richardson,11,Daughter,NA,Female,Student,None,NA
5258,156,Albans Road,Mark,Richardson,7,Son,NA,Male,Student,None,NA
5259,157,Albans Road,Jill,Smith,67,Head,Married,Female,Transport planner,None,None
5260,157,Albans Road,Iain,Smith,73,Husband,Married,Male,Retired Database administrator,None,None
5261,157,Albans Road,Julia,Smith,42,Daughter,Single,Female,Software engineer,None,None
5262,157,Albans Road,Carole,Smith,41,Daughter,Divorced,Female,Advertising art director,None,None
5263,158,Albans Road,Kirsty,Coles,43,Head,Married,Female,Unemployed,None,Catholic
5264,158,Albans Road,Mohammad,Coles,44,Husband,Married,Male,Occupational psychologist,None,Catholic
5265,158,Albans Road,Sharon,Coles,15,Daughter,NA,Female,Student,None,NA
5266,158,Albans Road,Jeremy,Coles,12,Son,NA,male,Student,None,NA
5267,159,Albans Road,Charles,Martin,61,Head,Single,M,"Conservator, furniture",None,Catholic
5268,159,Albans Road,Caroline,Smith,17,Granddaughter,NA,Female,Student,None,NA
5269,159,Albans Road,Patrick,Smith,14,Grandson,NA,Male,Student,None,NA
5270,159,Albans Road,Mark,Smith,12,Grandson,NA,Male,Student,None,NA
5271,160,Albans Road,Marc,Finch,72,Head,Married,Male,"Retired Civil engineer, consulting",None,None
5272,160,Albans Road,Melanie,Finch,78,Wife,Married,Female,Retired Careers information officer,None,None
5273,161,Albans Road,Bethany,Mistry,34,Head,Married,Female,Medical illustrator,None,None
5274,161,Albans Road,Ben,Mistry,28,Husband,Married,Male,Mudlogger,None,None
5275,161,Albans Road,Rebecca,Holden,49,Cousin,Single,Female,Operations geologist,None,Christian
5276,161,Albans Road,Irene,Cox,23,Lodger,Single,Female,"Engineer, aeronautical",None,None
5277,161,Albans Road,Jamie,Berry,20,Lodger,Single,M,University Student,None,Methodist
5278,162,Albans Road,Marilyn,Matthews,29,Head,Divorced,Female,Regulatory affairs officer,None,Catholic
5279,162,Albans Road,Julia,Matthews,0,Daughter,NA,Female,Child,None,NA
5280,162,Albans Road,Janice,Green-Matthews,0,Daughter,NA,Female,Child,None,NA
5281,162,Albans Road,Lynn,Khan,64,Lodger,Single,Female,Geographical information systems officer,None,Christian
5282,163,Albans Road,Christine,Payne,56,Head,Married,Female,Textile designer,None,Catholic
5283,163,Albans Road,Leonard,Payne,57,Husband,Married,Male,Secondary school teacher,None,Catholic
5284,163,Albans Road,Joshua,Payne,27,Son,Single,Male,Community development worker,None,Catholic
5285,163,Albans Road,Scott,Payne,23,Son,Single,male,Forensic scientist,None,Catholic
5286,163,Albans Road,Patrick,Payne,18,Son,Divorced,Male,Student,None,None
5287,163,Albans Road,Robin,Payne,11,Son,NA,Male,Student,None,NA
5288,164,Albans Road,Benjamin,Begum,54,Head,Married,Male,"Development worker, international aid",None,None
5289,164,Albans Road,Julie,Begum,56,Wife,Married,Female,Copy,None,None
5290,164,Albans Road,Craig,Pollard,11,Step-Son,NA,male,Student,None,NA
5291,164,Albans Road,Hannah,Pollard,7,Step-Daughter,NA,Female,Student,None,NA
5292,165,Albans Road,Sally,Parker,60,Head,Single,Female,Unemployed,None,Christian
5293,165,Albans Road,Jodie,Parker,15,Granddaughter,NA,Female,Student,None,NA
5294,165,Albans Road,Robin,May,8,Grandson,NA,Male,Student,None,NA
5295,165,Albans Road,Jeremy,Burns,4,Grandson,NA,Male,Child,None,NA
5296,165,Albans Road,Scott,Burns,2,Grandson,NA,Male,Child,None,NA
5297,165,Albans Road,Chloe,Baldwin,30,Lodger,Single,Female,Unemployed,None,None
5298,166,Albans Road,Maureen,Evans,53,Head,Married,Female,Police officer,None,Christian
5299,166,Albans Road,Philip,Evans,52,Husband,Married,Male,Acupuncturist,None,Christian
5300,166,Albans Road,Sandra,Evans,14,Daughter,NA,Female,Student,None,NA
5301,167,Albans Road,Timothy,Butler,27,Head,Married,Male,Unemployed,None,None
5302,167,Albans Road,Eleanor,Butler,24,Wife,Married,Female,Equities trader,None,None
5303,167,Albans Road,Annette,Butler,1,Daughter,NA,Female,Child,None,NA
5304,167,Albans Road,Natalie,Burns,63,Lodger,Single,Female,"Lecturer, higher education",None,Christian
5305,168,Albans Road,Lynda,Morris,86,Head,Married,Female,Retired Multimedia specialist,None,Christian
5306,168,Albans Road,Leigh,Morris,88,Husband,Married,Male,Retired Comptroller,None,None
5307,169,Albans Road,Rebecca,Saunders,35,Head,Married,Female,Chartered legal executive (England and Wales),None,None
5308,169,Albans Road,Gregory,Saunders,37,Husband,Married,Male,Teaching laboratory technician,None,None
5309,169,Albans Road,Gerard,Saunders,6,Son,NA,Male,Student,None,NA
5310,169,Albans Road,Mohammed,Saunders,0,Son,NA,Male,Child,None,NA
5311,170,Albans Road,Danny,Ahmed,37,Head,Married,Male,"Psychologist, occupational",None,Christian
5312,170,Albans Road,Megan,Ahmed,36,Wife,Married,Female,Event organiser,None,Christian
5313,170,Albans Road,Georgina,Ahmed,11,Daughter,NA,Female,Student,None,NA
5314,171,Albans Road,Molly,Khan,33,Head,Married,Female,Insurance claims handler,None,None
5315,171,Albans Road,Maurice,Watts,37,Husband,Married,Male,Clinical biochemist,None,None
5316,171,Albans Road,Barry,Khan,7,Son,NA,Male,Student,None,NA
5317,171,Albans Road,Sandra,Khan,3,Daughter,NA,Female,Child,None,NA
5318,171,Albans Road,Graham,Taylor,47,Lodger,Single,Male,Claims inspector/assessor,None,None
5319,171,Albans Road,Elaine,Hicks,37,Lodger,Divorced,Female,Photographer,None,None
5320,172,Albans Road,Pauline,Chambers,49,Head,Single,Female,Unemployed,None,Christian
5321,172,Albans Road,Reece,Chambers,10,Son,NA,Male,Student,None,NA
5322,172,Albans Road,Aaron,Chambers,9,Son,NA,Male,Student,None,NA
5323,172,Albans Road,Mitchell,Chambers,7,Son,NA,Male,Student,None,NA
5324,173,Albans Road,Rosie,Campbell,27,Head,Divorced,Female,Unemployed,None,Muslim
5325,173,Albans Road,Rebecca,Campbell,4,Daughter,NA,Female,Child,None,NA
5326,173,Albans Road,Scott,Campbell,1,Son,NA,Male,Child,None,NA
5327,173,Albans Road,Keith,Burgess,57,Lodger,Divorced,Male,Unemployed,None,None
5328,174,Albans Road,Claire,Goodwin,36,Head,Divorced,Female,"Conservation officer, historic buildings",None,None
5329,174,Albans Road,Ben,Goodwin,19,Son,Divorced,Male,University Student,None,None
5330,174,Albans Road,Harry,Goodwin,17,Son,NA,Male,Student,None,NA
5331,174,Albans Road,Reece,Goodwin,14,Son,NA,Male,Student,None,NA
5332,175,Albans Road,Ellie,Kelly,61,Head,Divorced,Female,Unemployed,None,Christian
5333,175,Albans Road,Elliott,Kelly,33,Son,Single,Male,Colour technologist,None,Christian
5334,175,Albans Road,Dominic,Kelly,29,Son,Single,Male,Orthoptist,None,Christian
5335,175,Albans Road,Mohammed,Kelly,27,Son,Single,male,Art gallery manager,None,None
5336,176,Albans Road,Hollie,Davies,69,Head,Married,Female,Retired Retail buyer,None,Christian
5337,176,Albans Road,Frederick,Davies,74,Husband,Married,Male,Retired Speech and language therapist,None,Christian
5338,176,Albans Road,Alan,Nicholls-Davies,11,Grandson,NA,Male,Student,None,NA
5339,177,Albans Road,Rachael,Sheppard,21,Head,Single,Female,University Student,None,Christian
5340,177,Albans Road,Ellie,Jones,22,None,Single,Female,University Student,None,Christian
5341,177,Albans Road,Ann,Smith,30,None,Single,Female,PhD Student,None,None
5342,178,Albans Road,Bryan,Butler,77,Head,Married,Male,Retired Commercial horticulturist,None,Catholic
5343,178,Albans Road,Kirsty,Butler,77,Wife,Married,Female,Retired Theatre director,None,None
5344,179,Albans Road,Joanna,Robinson-Graham,38,Head,Married,Female,Further education lecturer,None,Catholic
5345,179,Albans Road,Dominic,Robinson-Graham,40,Husband,Married,Male,"Designer, textile",None,Catholic
5346,179,Albans Road,Elaine,Robinson-Graham,17,Daughter,NA,Female,Student,None,NA
5347,180,Albans Road,Amber,Chapman,32,Head,Married,Female,"Engineer, materials",None,None
5348,180,Albans Road,Mohammed,Chapman,34,Husband,Married,Male,Publishing rights manager,None,None
5349,180,Albans Road,Diane,Walton,33,Sibling,Divorced,Female,Field seismologist,None,Muslim
5350,180,Albans Road,Gemma,Davidson,24,Lodger,Single,Female,Social researcher,None,Christian
5351,181,Albans Road,Abigail,Bennett,50,Head,Married,Female,Leisure centre manager,None,None
5352,181,Albans Road,Jake,Bennett,57,Husband,Married,Male,Civil Service fast streamer,None,None
5353,181,Albans Road,Colin,Bennett,12,Son,NA,Male,Student,None,NA
5354,181,Albans Road,Henry,Bennett,10,Son,NA,Male,Student,None,NA
5355,182,Albans Road,Jayne,Brady,40,Head,Single,Female,Unemployed,None,None
5356,182,Albans Road,Leonard,Brennan,41,Partner,Single,Male,Recycling officer,None,None
5357,182,Albans Road,Antony,Brady,15,Son,NA,Male,Student,None,NA
5358,182,Albans Road,Tracy,Brady,13,Daughter,NA,Female,Student,None,NA
5359,183,Albans Road,Laura,Brown,75,Head,Single,Female,Unemployed,None,Christian
5360,183,Albans Road,Jake,Brown,39,Son,Single,Male,Systems developer,None,Christian
5361,183,Albans Road,Josephine,Brown,37,Daughter,Single,Female,Hotel manager,None,Christian
5362,183,Albans Road,Reece,Brown,34,Son,Divorced,Male,Optometrist,None,Christian
5363,184,Albans Road,Callum,Rogers,85,Head,Widowed,m,Retired Community development worker,None,Christian
5364,185,Albans Road,Hollie,Mason,58,Head,Divorced,Female,Unemployed,None,Catholic
5365,185,Albans Road,Chloe,Mason,16,Daughter,NA,Female,Student,None,NA
5366,186,Albans Road,Bruce,Fletcher,25,Head,Single,Male,"Scientist, biomedical",None,None
5367,186,Albans Road,Lee,Begum,44,None,Single,Male,Operational investment banker,None,None
5368,186,Albans Road,Donna,Baker,51,None,Single,Female,Product/process development scientist,None,Methodist
5369,186,Albans Road,Lindsey,Lawrence,50,None,Single,Female,Human resources officer,None,None
5370,187,Albans Road,Douglas, ,18,Head,Single,M,University Student,None,Christian
5371,187,Albans Road,Elliott,Patel,18,None,Single,Male,University Student,None,Muslim
5372,187,Albans Road,Geoffrey,Brown,18,None,Single,Male,University Student,None,None
5373,188,Albans Road,Glenn,Phillips,17,Head,Single,Male,Student,None,NA
5374,188,Albans Road,Tina,Dodd,44,Lodger,Divorced,Female,Materials engineer,None,Christian
5375,188,Albans Road,Phillip,Harris,52,Lodger,Single,Male,Hydrogeologist,None,Christian
5376,188,Albans Road,Allan,Middleton,56,Lodger,Single,Male,Trading standards officer,None,Catholic
5377,1,Richardson Turnpike,Clifford,Jones,57,Head,Single,Male,Publishing copy,None,Catholic
5378,1,Richardson Turnpike,Anna,Arnold,56,Partner,Single,Female,Call centre manager,None,Catholic
5379,2,Richardson Turnpike,Joanne,Martin,61,Head,Married,Female,Minerals surveyor,None,None
5380,2,Richardson Turnpike,Jenna,Martin,63,Wife,Married,Female,Site engineer,None,None
5381,2,Richardson Turnpike,Darren,Martin,14,Son,NA,Male,Student,None,NA
5382,3,Richardson Turnpike,Nigel,Rowley,49,Head,Single,Male,Theatre stage manager,None,Catholic
5383,3,Richardson Turnpike,Josh,Barker,33,None,Single,Male,"Teacher, adult education",None,Methodist
5384,4,Richardson Turnpike,Jean,Hunter,57,Head,Married,Female,"Therapist, music",None,Christian
5385,4,Richardson Turnpike,Gavin,Hunter,58,Husband,Married,Male,Hospital doctor,None,Christian
5386,4,Richardson Turnpike,Thomas,Hunter,21,Son,Single,Male,University Student,None,Christian
5387,4,Richardson Turnpike,Tony,Hunter,20,Son,Single,Male,University Student,None,Christian
5388,4,Richardson Turnpike,Jayne,Hunter,12,Daughter,NA,Female,Student,None,NA
5389,5,Richardson Turnpike,Lesley,Bailey,37,Head,Married,Female,Sport and exercise psychologist,None,Christian
5390,5,Richardson Turnpike,Eric,Bailey,38,Husband,Married,Male,"Surveyor, hydrographic",None,Christian
5391,6,Richardson Turnpike,Emma,George,61,Head,Married,Female,Fish farm manager,None,Christian
5392,6,Richardson Turnpike,Sam,George,59,Husband,Married,Male,Seismic interpreter,None,None
5393,6,Richardson Turnpike,Shirley,George,33,Daughter,Single,Female,Unemployed,None,Christian
5394,6,Richardson Turnpike,Joe,George,31,Son,Single,Male,Unemployed,None,Christian
5395,7,Richardson Turnpike,Sara,Richardson,22,Head,Married,Female,University Student,None,Muslim
5396,7,Richardson Turnpike,Arthur,Richardson,20,Husband,Married,Male,University Student,None,Muslim
5397,8,Richardson Turnpike,Olivia,Austin,66,Head,Married,Female,Technical author,None,Christian
5398,8,Richardson Turnpike,Samuel,Austin,69,Husband,Married,Male,Retired Fitness centre manager,None,Christian
5399,9,Richardson Turnpike,Sian,Hall,78,Head,Married,Female,"Retired Librarian, academic",None,Christian
5400,9,Richardson Turnpike,Kevin,Hall,79,Husband,Married,Male,"Retired Education officer, museum",None,None
5401,10,Richardson Turnpike,Stephanie,Burgess,77,Head,Single,Female,Retired Medical illustrator,None,Christian
5402,11,Richardson Turnpike,Lesley,James,61,Head,Divorced,Female,Environmental health practitioner,None,Methodist
5403,11,Richardson Turnpike,Sophie,James,30,Daughter,Single,Female,Research scientist (medical),None,None
5404,12,Richardson Turnpike,Jenna,Harris,46,Head,Divorced,Female,Mechanical engineer,None,Christian
5405,13,Richardson Turnpike,Eileen,Jones,49,Head,Divorced,Female,Intelligence analyst,None,Catholic
5406,13,Richardson Turnpike,Kirsty,Jones,16,Daughter,NA,Female,Student,None,NA
5407,14,Richardson Turnpike,Margaret,Walsh,48,Head,Married,Female,Mudlogger,None,Christian
5408,14,Richardson Turnpike,Mohamed,Walsh,52,Husband,Married,male,Forest/woodland manager,None,None
5409,15,Richardson Turnpike,Teresa,Fowler,21,Head,Married,female,University Student,None,None
5410,15,Richardson Turnpike,Brandon,Fowler,25,Husband,Married,Male,"Surveyor, commercial/residential",None,None
5411,16,Richardson Turnpike,Owen,Taylor,70,Head,Married,Male,Retired Emergency planning/management officer,None,None
5412,16,Richardson Turnpike,Tracy,Taylor,63,Wife,Married,Female,"Development worker, international aid",None,None
5413,17,Richardson Turnpike,Gerald,Preston,56,Head,Divorced,Male,Agricultural consultant,None,Christian
5414,18,Richardson Turnpike,Hannah,Fox,33,Head,Single,Female,Photographer,None,None
5415,18,Richardson Turnpike,Kieran,Fox,11,Son,NA,Male,Student,None,NA
